strategy,ticker,regime,return,sharpe,sortino,calmar,hit_ratio,drawdown,stability,score
Trend,SPY,Bull,5.803805151885762,0.8107722579580355,0.9029028001227971,0.4069786569261758,0.4434487769435699,-0.3050529771611069,0.8178381451741692,0.7336634499387957
AdaptiveTrend,SPY,Bull,2.5281405188274833,0.5417694866890266,0.6904853523955964,0.1964307845162246,0.5240978445144102,-0.407191100108954,0.5516347593735486,0.5204110084580892
Trend,QQQ,Bull,12.390695574328088,1.0629103629327736,1.2325300485372566,0.8189949820360245,0.4596754662145798,-0.2094966940097206,1.0619276669095592,0.9996778292415349
AdaptiveTrend,QQQ,Bull,3.8204392542410446,0.6571271503839384,0.8602109310041839,0.2928134120096177,0.5286994429643982,-0.3440866888126385,0.9462082743220839,0.7025243559944216
Breakout,IWM,BullHighVol,0.7827911437216273,0.3077291052573515,0.14837325872066276,0.10441526575746621,0.05328166626301768,-0.3439853529335932,0.3295772980194532,0.22537816431612295
MeanReversion,TLT,Bear,-0.2499803664216641,-0.013374865551870587,-0.013732349906686507,-0.03269297009836804,0.2739162024703318,-0.5323139770005216,-0.03730560288899858,0.006402344363129857
Breakout,GLD,BullHighVol,1.2410006182972602,0.4213039565888539,0.21031701585134616,0.251992735878666,0.05328166626301768,-0.20032602458998228,0.6284868750901107,0.3687033859275547
