,0
Book_1,0.16998799660356279
Book_5,0.016371259126345402
Book_9,0.02632933099504296
Book_6,0.01868346134255775
Book_7,0.11750954936262913
Book_3,0.3307537347673646
Book_0,0.19666044993312667
Book_4,0.06948500622903331
Book_2,0.02924457835341945
Book_8,0.02497463328691792
