strategy,weight
Trend_SPY,0.0893554286981426
AdaptiveTrend_SPY,0.08507498090206263
Trend_QQQ,0.08881955268019828
AdaptiveTrend_QQQ,0.0855052166938709
Breakout_IWM,0.09411657849404402
MeanReversion_TLT,0.0825041143439069
Breakout_GLD,0.10281027533063454
Pairs_SPY_QQQ,0.11008043853850134
VolatilityCarry,0.08398648697026588
Ensemble,0.17774692734837283
