strategy,is_sharpe,oos_sharpe
Trend_SPY,0.7994701759142235,0.8383480717533425
AdaptiveTrend_SPY,0.5972371133039258,0.4102972950571767
Trend_QQQ,0.9696428746600391,1.2987337017077796
AdaptiveTrend_QQQ,0.5777728275778735,0.8492643191313578
Breakout_IWM,0.4661682953819116,-0.06102459919975418
MeanReversion_TLT,-0.015300333408781851,-0.008829575257368315
Breakout_GLD,0.5567974065900593,0.12372804981011103
